Iteration 0 | Training Accuracy 0.2400 | Time: 1557842469.348449
Iteration 146 | Training Accuracy 0.2667 | Time: 1557842511.0385032
Iteration 147 | Training Accuracy 0.2267 | Time: 1557842511.178275
Iteration 148 | Training Accuracy 0.1733 | Time: 1557842511.3417525
Iteration 149 | Training Accuracy 0.2267 | Time: 1557842511.5008554
Iteration 150 | Training Accuracy 0.1200 | Time: 1557842511.668269
Iteration 151 | Training Accuracy 0.1867 | Time: 1557842511.8189065
Iteration 152 | Training Accuracy 0.2667 | Time: 1557842511.986784
Iteration 153 | Training Accuracy 0.2800 | Time: 1557842512.157496
Iteration 154 | Training Accuracy 0.2800 | Time: 1557842512.3405864
Iteration 155 | Training Accuracy 0.1867 | Time: 1557842512.5360422
Iteration 156 | Training Accuracy 0.2267 | Time: 1557842512.7449467
Iteration 157 | Training Accuracy 0.2267 | Time: 1557842512.9236925
Iteration 158 | Training Accuracy 0.1867 | Time: 1557842513.0728307
Iteration 159 | Training Accuracy 0.1867 | Time: 1557842513.2579653
Iteration 160 | Training Accuracy 0.3333 | Time: 1557842513.4258947
Iteration 161 | Training Accuracy 0.2533 | Time: 1557842513.6209593
Iteration 162 | Training Accuracy 0.2133 | Time: 1557842513.8091412
Iteration 163 | Training Accuracy 0.2267 | Time: 1557842514.0011141
Iteration 164 | Training Accuracy 0.2400 | Time: 1557842514.1798513
Iteration 165 | Training Accuracy 0.2133 | Time: 1557842514.3297133
Iteration 166 | Training Accuracy 0.2533 | Time: 1557842514.487554
Iteration 167 | Training Accuracy 0.2800 | Time: 1557842514.6306863
Iteration 168 | Training Accuracy 0.3733 | Time: 1557842514.770012
Iteration 169 | Training Accuracy 0.2400 | Time: 1557842514.919671
Iteration 170 | Training Accuracy 0.1600 | Time: 1557842515.1036012
Iteration 171 | Training Accuracy 0.1733 | Time: 1557842515.2930517
Iteration 172 | Training Accuracy 0.2533 | Time: 1557842515.4531536
Iteration 173 | Training Accuracy 0.2133 | Time: 1557842515.623664
Iteration 174 | Training Accuracy 0.2000 | Time: 1557842515.801462
Iteration 175 | Training Accuracy 0.2533 | Time: 1557842515.9694996
Iteration 176 | Training Accuracy 0.2267 | Time: 1557842516.1451437
Iteration 177 | Training Accuracy 0.2000 | Time: 1557842516.2983088
Iteration 178 | Training Accuracy 0.2800 | Time: 1557842516.463721
Iteration 179 | Training Accuracy 0.2667 | Time: 1557842516.622787
Iteration 180 | Training Accuracy 0.2133 | Time: 1557842516.7944713
Iteration 181 | Training Accuracy 0.2000 | Time: 1557842516.9549022
Iteration 182 | Training Accuracy 0.2000 | Time: 1557842517.1242688
Iteration 183 | Training Accuracy 0.2267 | Time: 1557842517.2835565
Iteration 184 | Training Accuracy 0.2400 | Time: 1557842517.4491215
Iteration 185 | Training Accuracy 0.1733 | Time: 1557842517.6041317
Iteration 186 | Training Accuracy 0.2533 | Time: 1557842517.7471251
Iteration 187 | Training Accuracy 0.1067 | Time: 1557842517.899445
Iteration 188 | Training Accuracy 0.1600 | Time: 1557842518.0543203
Iteration 189 | Training Accuracy 0.2667 | Time: 1557842518.1998608
Iteration 190 | Training Accuracy 0.1867 | Time: 1557842518.3438354
Iteration 191 | Training Accuracy 0.3467 | Time: 1557842518.4782991
Iteration 192 | Training Accuracy 0.2267 | Time: 1557842518.6632607
Iteration 193 | Training Accuracy 0.1867 | Time: 1557842518.8074508
Iteration 194 | Training Accuracy 0.2133 | Time: 1557842518.9889965
Iteration 195 | Training Accuracy 0.2667 | Time: 1557842519.1643279
Iteration 196 | Training Accuracy 0.2667 | Time: 1557842519.3267066
Iteration 197 | Training Accuracy 0.2400 | Time: 1557842519.4859838
Iteration 198 | Training Accuracy 0.3200 | Time: 1557842519.6625743
Iteration 199 | Training Accuracy 0.3067 | Time: 1557842519.8305104
Iteration 200 | Training Accuracy 0.2800 | Time: 1557842519.9935746
Iteration 201 | Training Accuracy 0.2933 | Time: 1557842520.1596088
Iteration 202 | Training Accuracy 0.2133 | Time: 1557842520.3102467
Iteration 203 | Training Accuracy 0.2133 | Time: 1557842520.453776
Iteration 204 | Training Accuracy 0.2800 | Time: 1557842520.6076796
Iteration 205 | Training Accuracy 0.3467 | Time: 1557842520.7759793
Iteration 206 | Training Accuracy 0.2133 | Time: 1557842520.9346263
Iteration 207 | Training Accuracy 0.2133 | Time: 1557842521.081453
Iteration 208 | Training Accuracy 0.1600 | Time: 1557842521.2434034
Iteration 209 | Training Accuracy 0.3067 | Time: 1557842521.4227967
Iteration 210 | Training Accuracy 0.3333 | Time: 1557842521.592506
Iteration 211 | Training Accuracy 0.2133 | Time: 1557842521.7359061
Iteration 212 | Training Accuracy 0.2933 | Time: 1557842521.9301684
Iteration 213 | Training Accuracy 0.2267 | Time: 1557842522.1220605
Iteration 214 | Training Accuracy 0.2133 | Time: 1557842522.342742
Iteration 215 | Training Accuracy 0.2267 | Time: 1557842522.5969954
Iteration 216 | Training Accuracy 0.2133 | Time: 1557842522.828449
Iteration 217 | Training Accuracy 0.2000 | Time: 1557842523.039405
Iteration 218 | Training Accuracy 0.3067 | Time: 1557842523.2487361
Iteration 219 | Training Accuracy 0.2933 | Time: 1557842523.4564376
Iteration 220 | Training Accuracy 0.2800 | Time: 1557842523.6545997
Iteration 221 | Training Accuracy 0.2800 | Time: 1557842523.861942
Iteration 222 | Training Accuracy 0.2533 | Time: 1557842524.0718298
Iteration 223 | Training Accuracy 0.2000 | Time: 1557842524.2898066
Iteration 224 | Training Accuracy 0.3067 | Time: 1557842524.494812
Iteration 225 | Training Accuracy 0.3467 | Time: 1557842524.7003856
Iteration 226 | Training Accuracy 0.2133 | Time: 1557842524.9057522
Iteration 227 | Training Accuracy 0.2267 | Time: 1557842525.108229
Iteration 228 | Training Accuracy 0.4400 | Time: 1557842525.2954085
Iteration 229 | Training Accuracy 0.2400 | Time: 1557842525.4967911
Iteration 230 | Training Accuracy 0.2933 | Time: 1557842525.7018154
Iteration 231 | Training Accuracy 0.1067 | Time: 1557842525.908049
Iteration 232 | Training Accuracy 0.2800 | Time: 1557842526.0887105
Iteration 233 | Training Accuracy 0.2000 | Time: 1557842526.2047763
Iteration 234 | Training Accuracy 0.3867 | Time: 1557842526.3139472
Iteration 235 | Training Accuracy 0.3200 | Time: 1557842526.442904
Iteration 236 | Training Accuracy 0.3333 | Time: 1557842526.6118898
Iteration 237 | Training Accuracy 0.1733 | Time: 1557842526.7854297
Iteration 238 | Training Accuracy 0.2267 | Time: 1557842526.95126
Iteration 239 | Training Accuracy 0.2667 | Time: 1557842527.1474297
Iteration 240 | Training Accuracy 0.2000 | Time: 1557842527.3558288
Iteration 241 | Training Accuracy 0.2667 | Time: 1557842527.5637217
Iteration 242 | Training Accuracy 0.2400 | Time: 1557842527.764301
Iteration 243 | Training Accuracy 0.3200 | Time: 1557842527.9580262
Iteration 244 | Training Accuracy 0.1733 | Time: 1557842528.160284
Iteration 245 | Training Accuracy 0.2133 | Time: 1557842528.3415165
Iteration 246 | Training Accuracy 0.2667 | Time: 1557842528.515638
Iteration 247 | Training Accuracy 0.3467 | Time: 1557842528.6897247
Iteration 248 | Training Accuracy 0.3600 | Time: 1557842528.849729
Iteration 249 | Training Accuracy 0.2533 | Time: 1557842529.0293298
Iteration 250 | Training Accuracy 0.1600 | Time: 1557842529.202072
Iteration 251 | Training Accuracy 0.2400 | Time: 1557842529.3797207
Iteration 252 | Training Accuracy 0.2667 | Time: 1557842529.537028
Iteration 253 | Training Accuracy 0.3333 | Time: 1557842529.723837
Iteration 254 | Training Accuracy 0.2533 | Time: 1557842529.90758
Iteration 255 | Training Accuracy 0.3333 | Time: 1557842530.1008866
Iteration 256 | Training Accuracy 0.2267 | Time: 1557842530.284375
Iteration 257 | Training Accuracy 0.2000 | Time: 1557842530.451897
Iteration 258 | Training Accuracy 0.3200 | Time: 1557842530.6314003
Iteration 259 | Training Accuracy 0.2133 | Time: 1557842530.797968
Iteration 260 | Training Accuracy 0.1733 | Time: 1557842530.954258
Iteration 261 | Training Accuracy 0.3067 | Time: 1557842531.1084473
Iteration 262 | Training Accuracy 0.2000 | Time: 1557842531.2837143
Iteration 263 | Training Accuracy 0.2667 | Time: 1557842531.4807446
Iteration 264 | Training Accuracy 0.3600 | Time: 1557842531.684395
Iteration 265 | Training Accuracy 0.2133 | Time: 1557842531.875631
Iteration 266 | Training Accuracy 0.2133 | Time: 1557842532.084359
Iteration 267 | Training Accuracy 0.2133 | Time: 1557842532.267251
Iteration 268 | Training Accuracy 0.3867 | Time: 1557842532.4470286
Iteration 269 | Training Accuracy 0.3067 | Time: 1557842532.6563358
Iteration 270 | Training Accuracy 0.3200 | Time: 1557842532.8606339
Iteration 271 | Training Accuracy 0.2000 | Time: 1557842533.0560596
Iteration 272 | Training Accuracy 0.3200 | Time: 1557842533.2547455
Iteration 273 | Training Accuracy 0.3467 | Time: 1557842533.448889
Iteration 274 | Training Accuracy 0.3600 | Time: 1557842533.6396687
Iteration 275 | Training Accuracy 0.2533 | Time: 1557842533.831217
Iteration 276 | Training Accuracy 0.4133 | Time: 1557842534.0382965
Iteration 277 | Training Accuracy 0.2000 | Time: 1557842534.22186
Iteration 278 | Training Accuracy 0.1600 | Time: 1557842534.4032266
Iteration 279 | Training Accuracy 0.2267 | Time: 1557842534.589954
Iteration 280 | Training Accuracy 0.2133 | Time: 1557842534.75788
Iteration 281 | Training Accuracy 0.2933 | Time: 1557842534.9516327
Iteration 282 | Training Accuracy 0.3067 | Time: 1557842535.1377254
Iteration 283 | Training Accuracy 0.3600 | Time: 1557842535.3486502
Iteration 284 | Training Accuracy 0.2933 | Time: 1557842535.5077374
Iteration 285 | Training Accuracy 0.3200 | Time: 1557842535.6879764
Iteration 286 | Training Accuracy 0.3067 | Time: 1557842535.8606513
Iteration 287 | Training Accuracy 0.4133 | Time: 1557842536.0594716
Iteration 288 | Training Accuracy 0.3600 | Time: 1557842536.25852
Iteration 289 | Training Accuracy 0.3067 | Time: 1557842536.433975
Iteration 290 | Training Accuracy 0.3733 | Time: 1557842536.6116383
Iteration 291 | Training Accuracy 0.2000 | Time: 1557842536.7709074
Iteration 292 | Training Accuracy 0.3600 | Time: 1557842536.920646
Iteration 293 | Training Accuracy 0.2800 | Time: 1557842537.088224
Iteration 294 | Training Accuracy 0.2933 | Time: 1557842537.2578871
Iteration 295 | Training Accuracy 0.2267 | Time: 1557842537.43251
Iteration 296 | Training Accuracy 0.2133 | Time: 1557842537.5833676
Iteration 297 | Training Accuracy 0.2667 | Time: 1557842537.7617233
Iteration 298 | Training Accuracy 0.3067 | Time: 1557842537.929364
Iteration 299 | Training Accuracy 0.2000 | Time: 1557842538.1107054
Iteration 300 | Training Accuracy 0.2667 | Time: 1557842538.2936225
Iteration 301 | Training Accuracy 0.3067 | Time: 1557842538.4734333
Iteration 302 | Training Accuracy 0.1733 | Time: 1557842538.6646671
Iteration 303 | Training Accuracy 0.2000 | Time: 1557842538.8446138
Iteration 304 | Training Accuracy 0.2000 | Time: 1557842539.0456579
Iteration 305 | Training Accuracy 0.2133 | Time: 1557842539.2143342
Iteration 306 | Training Accuracy 0.4000 | Time: 1557842539.4037561
Iteration 307 | Training Accuracy 0.2133 | Time: 1557842539.606944
Iteration 308 | Training Accuracy 0.2133 | Time: 1557842539.7937799
Iteration 309 | Training Accuracy 0.3600 | Time: 1557842539.9938946
Iteration 310 | Training Accuracy 0.2000 | Time: 1557842540.191189
Iteration 311 | Training Accuracy 0.3067 | Time: 1557842540.3738523
Iteration 312 | Training Accuracy 0.1600 | Time: 1557842540.5844786
Iteration 313 | Training Accuracy 0.2267 | Time: 1557842540.7725673
Iteration 314 | Training Accuracy 0.2267 | Time: 1557842540.954881
Iteration 315 | Training Accuracy 0.2400 | Time: 1557842541.1413171
Iteration 316 | Training Accuracy 0.3200 | Time: 1557842541.3348854
Iteration 317 | Training Accuracy 0.3200 | Time: 1557842541.5098915
Iteration 318 | Training Accuracy 0.2533 | Time: 1557842541.678842
Iteration 319 | Training Accuracy 0.1867 | Time: 1557842541.8380134
Iteration 320 | Training Accuracy 0.2267 | Time: 1557842542.012128
Iteration 321 | Training Accuracy 0.2400 | Time: 1557842542.1765316
Iteration 322 | Training Accuracy 0.3067 | Time: 1557842542.3410208
Iteration 323 | Training Accuracy 0.4533 | Time: 1557842542.494636
Iteration 324 | Training Accuracy 0.2800 | Time: 1557842542.6443977
Iteration 325 | Training Accuracy 0.2400 | Time: 1557842542.8002253
Iteration 326 | Training Accuracy 0.2133 | Time: 1557842542.9231522
Iteration 327 | Training Accuracy 0.2533 | Time: 1557842543.0655816
Iteration 328 | Training Accuracy 0.2800 | Time: 1557842543.2028048
Iteration 329 | Training Accuracy 0.2800 | Time: 1557842543.3438156
Iteration 330 | Training Accuracy 0.2000 | Time: 1557842543.468789
Iteration 331 | Training Accuracy 0.2000 | Time: 1557842543.6085005
Iteration 332 | Training Accuracy 0.3200 | Time: 1557842543.7402127
Iteration 333 | Training Accuracy 0.1600 | Time: 1557842543.8737504
Iteration 334 | Training Accuracy 0.2933 | Time: 1557842544.0067358
Iteration 335 | Training Accuracy 0.2133 | Time: 1557842544.1358662
Iteration 336 | Training Accuracy 0.2933 | Time: 1557842544.2602215
Iteration 337 | Training Accuracy 0.3200 | Time: 1557842544.3924925
Iteration 338 | Training Accuracy 0.1867 | Time: 1557842544.5169015
Iteration 339 | Training Accuracy 0.2400 | Time: 1557842544.6532128
Iteration 340 | Training Accuracy 0.2800 | Time: 1557842544.8418639
Iteration 341 | Training Accuracy 0.2933 | Time: 1557842544.9928901
Iteration 342 | Training Accuracy 0.2933 | Time: 1557842545.135979
Iteration 343 | Training Accuracy 0.2133 | Time: 1557842545.3125587
Iteration 344 | Training Accuracy 0.2000 | Time: 1557842545.4530866
Iteration 345 | Training Accuracy 0.2400 | Time: 1557842545.5873249
Iteration 346 | Training Accuracy 0.2667 | Time: 1557842545.7232285
Iteration 347 | Training Accuracy 0.2800 | Time: 1557842545.8444195
Iteration 348 | Training Accuracy 0.2000 | Time: 1557842545.9706619
Iteration 349 | Training Accuracy 0.2533 | Time: 1557842546.0981688
Iteration 350 | Training Accuracy 0.1867 | Time: 1557842546.2597349
Iteration 351 | Training Accuracy 0.2667 | Time: 1557842546.4105785
Iteration 352 | Training Accuracy 0.1333 | Time: 1557842546.5660543
Iteration 353 | Training Accuracy 0.2267 | Time: 1557842546.7548416
Iteration 354 | Training Accuracy 0.2933 | Time: 1557842546.9176993
Iteration 355 | Training Accuracy 0.2267 | Time: 1557842547.0764832
Iteration 356 | Training Accuracy 0.2267 | Time: 1557842547.2537568
Iteration 357 | Training Accuracy 0.2267 | Time: 1557842547.4344225
Iteration 358 | Training Accuracy 0.2933 | Time: 1557842547.6433146
Iteration 359 | Training Accuracy 0.2133 | Time: 1557842547.841306
Iteration 360 | Training Accuracy 0.2133 | Time: 1557842548.0363736
Iteration 361 | Training Accuracy 0.1067 | Time: 1557842548.231348
Iteration 362 | Training Accuracy 0.2267 | Time: 1557842548.4470017
Iteration 363 | Training Accuracy 0.4000 | Time: 1557842548.6643567
Iteration 364 | Training Accuracy 0.2933 | Time: 1557842548.8555634
Iteration 365 | Training Accuracy 0.3200 | Time: 1557842549.0230525
Iteration 366 | Training Accuracy 0.2267 | Time: 1557842549.2057564
Iteration 367 | Training Accuracy 0.2667 | Time: 1557842549.371061
Iteration 368 | Training Accuracy 0.2000 | Time: 1557842549.5286129
Iteration 369 | Training Accuracy 0.3067 | Time: 1557842549.6857512
Iteration 370 | Training Accuracy 0.1733 | Time: 1557842549.830702
Iteration 371 | Training Accuracy 0.3467 | Time: 1557842549.957374
Iteration 372 | Training Accuracy 0.2667 | Time: 1557842550.099642
Iteration 373 | Training Accuracy 0.2800 | Time: 1557842550.2489612
Iteration 374 | Training Accuracy 0.2800 | Time: 1557842550.3782206
Iteration 375 | Training Accuracy 0.2133 | Time: 1557842550.540665
Iteration 376 | Training Accuracy 0.2133 | Time: 1557842550.6971881
Iteration 377 | Training Accuracy 0.2400 | Time: 1557842550.836055
Iteration 378 | Training Accuracy 0.1733 | Time: 1557842550.9967782
Iteration 379 | Training Accuracy 0.2000 | Time: 1557842551.1635454
Iteration 380 | Training Accuracy 0.2533 | Time: 1557842551.3333194
Iteration 381 | Training Accuracy 0.2933 | Time: 1557842551.5290036
Iteration 382 | Training Accuracy 0.2000 | Time: 1557842551.7139776
Iteration 383 | Training Accuracy 0.3467 | Time: 1557842551.901443
Iteration 384 | Training Accuracy 0.2267 | Time: 1557842552.0977037
Iteration 385 | Training Accuracy 0.2800 | Time: 1557842552.2889376
Iteration 386 | Training Accuracy 0.2133 | Time: 1557842552.4703846
Iteration 387 | Training Accuracy 0.2267 | Time: 1557842552.6542668
Iteration 388 | Training Accuracy 0.2933 | Time: 1557842552.8444333
Iteration 389 | Training Accuracy 0.3200 | Time: 1557842553.0332127
Iteration 390 | Training Accuracy 0.2533 | Time: 1557842553.2338142
Iteration 391 | Training Accuracy 0.2400 | Time: 1557842553.4409196
Iteration 392 | Training Accuracy 0.2667 | Time: 1557842553.6485054
Iteration 393 | Training Accuracy 0.1467 | Time: 1557842553.8739936
Iteration 394 | Training Accuracy 0.3067 | Time: 1557842554.0863018
Iteration 395 | Training Accuracy 0.2133 | Time: 1557842554.2942533
Iteration 396 | Training Accuracy 0.2267 | Time: 1557842554.476283
Iteration 397 | Training Accuracy 0.2533 | Time: 1557842554.6484241
Iteration 398 | Training Accuracy 0.3067 | Time: 1557842554.8261409
